,location,total_sqft,bath,bhk
7128,other,2000.0,4.0,4.0
7129,other,1400.0,3.0,3.0
7130,other,1632.0,3.0,4.0
7131,other,1485.0,2.0,3.0
7132,other,1163.0,2.0,2.0
7133,other,1260.0,2.0,3.0
7134,other,2400.0,7.0,6.0
7135,other,1721.0,3.0,3.0
7136,other,1148.0,2.0,2.0
7137,other,1374.0,2.0,2.0
7138,other,965.0,2.0,2.0
7139,other,2000.0,3.0,4.0
7140,other,1065.0,3.0,3.0
7141,other,1800.0,8.0,6.0
7142,other,1070.0,2.0,2.0
7143,other,532.0,1.0,1.0
7144,other,1798.0,3.0,3.0
7145,other,1592.0,3.0,3.0
7146,other,1025.0,2.0,2.0
7147,other,900.0,2.0,2.0
7148,other,1418.0,2.0,2.0
7149,other,1643.0,3.0,3.0
7150,other,1862.0,3.0,3.0
7151,other,3124.0,6.0,4.0
7152,other,4000.0,6.0,6.0
7153,other,1355.0,3.0,3.0
7154,other,1100.0,2.0,2.0
7155,other,2008.0,3.0,3.0
7156,other,2900.0,5.0,5.0
7157,other,1200.0,4.0,4.0
7158,other,1500.0,3.0,3.0
7159,other,1320.0,2.0,3.0
7160,other,1062.0,2.0,2.0
7161,other,2559.0,1.0,1.0
7162,other,1070.0,2.0,2.0
7163,other,1100.0,2.0,2.0
7164,other,1270.0,2.0,2.0
7165,other,1080.0,2.0,3.0
7166,other,1520.0,3.0,3.0
7167,other,1010.0,2.0,2.0
7168,other,1200.0,2.0,2.0
7169,other,1100.0,2.0,2.0
7170,other,1650.0,2.0,4.0
7171,other,900.0,2.0,2.0
7172,other,3150.0,3.0,4.0
7173,other,2400.0,3.0,3.0
7174,other,461.82,1.0,1.0
7175,other,1893.0,3.0,3.0
7176,other,1664.0,3.0,3.0
7177,other,1405.0,3.0,3.0
7178,other,1410.0,2.0,3.0
7179,other,860.0,2.0,2.0
7180,other,3000.0,4.0,4.0
7181,other,1370.0,2.0,3.0
7182,other,469.0,1.0,1.0
7183,other,1750.0,3.0,3.0
7184,other,3746.0,6.0,4.0
7185,other,1200.0,2.0,2.0
7186,other,1665.0,3.0,3.0
7187,other,2075.0,3.0,3.0
7188,other,1195.0,2.0,2.0
7189,other,1469.0,2.0,2.0
7190,other,4000.0,4.0,4.0
7191,other,1235.0,2.0,2.0
7192,other,1033.0,2.0,3.0
7193,other,1270.0,2.0,4.0
7194,other,4346.0,5.0,4.0
7195,other,2400.0,5.0,4.0
7196,other,1300.0,2.0,2.0
7197,other,1100.0,2.0,2.0
7198,other,3000.0,4.0,4.0
7199,other,1670.0,3.0,3.0
7200,other,1360.0,2.0,3.0
7201,other,540.0,1.0,1.0
7202,other,1250.0,3.0,3.0
7203,other,2000.0,3.0,3.0
7204,other,1500.0,3.0,3.0
7205,other,1567.0,3.0,3.0
7206,other,1397.0,2.0,3.0
7207,other,1250.0,2.0,3.0
7208,other,4041.0,4.0,4.0
7209,other,1250.0,2.0,2.0
7210,other,1330.0,2.0,2.0
7211,other,2000.0,3.0,4.0
7212,other,1500.0,3.0,3.0
7213,other,1125.0,2.0,2.0
7214,other,1250.0,3.0,3.0
7215,other,1301.0,2.0,2.0
7216,other,1116.0,2.0,2.0
7217,other,1464.0,3.0,3.0
7218,other,1555.0,2.0,3.0
7219,other,1000.0,2.0,2.0
7220,other,1530.0,2.0,3.0
7221,other,2800.0,4.0,5.0
7222,other,1300.0,2.0,3.0
7223,other,1200.0,4.0,4.0
7224,other,1200.0,2.0,2.0
7225,other,1233.0,2.0,2.0
7226,other,1293.0,2.0,2.0
7227,other,1010.0,2.0,2.0
7228,other,1392.0,2.0,2.0
7229,other,2791.0,3.0,3.0
7230,other,1500.0,5.0,5.0
7231,other,1160.0,2.0,2.0
7232,other,1260.0,4.0,4.0
7233,other,1112.0,2.0,2.0
7234,other,1190.0,2.0,2.0
7235,other,1400.0,2.0,2.0
7236,other,1150.0,2.0,2.0
7237,other,1240.0,2.0,2.0
7238,other,2400.0,2.0,2.0
7239,other,1194.0,2.0,2.0
7240,other,1247.0,2.0,2.0
7241,other,1095.0,2.0,2.0
7242,other,3664.0,3.0,3.0
7243,other,1440.0,2.0,3.0
7244,other,1750.0,3.0,3.0
7245,other,450.0,1.0,1.0
7246,other,1200.0,3.0,3.0
7247,other,3100.0,5.0,4.0
7248,other,1067.0,2.0,2.0
7249,other,1464.0,3.0,3.0
7250,other,1205.0,2.0,2.0
7251,other,1350.0,2.0,2.0
7252,other,2000.0,2.0,2.0
7253,other,1100.0,2.0,2.0
7254,other,1080.0,2.0,2.0
7255,other,1200.0,2.0,2.0
7256,other,2400.0,5.0,4.0
7257,other,3515.0,3.0,3.0
7258,other,1400.0,2.0,2.0
7259,other,840.0,1.0,2.0
7260,other,1600.0,3.0,3.0
7261,other,1760.0,3.0,3.0
7262,other,1800.0,3.0,3.0
7263,other,1010.0,2.0,2.0
7264,other,1650.0,3.0,3.0
7265,other,1830.0,3.0,3.0
7266,other,1194.0,2.0,2.0
7267,other,1200.0,1.0,1.0
7268,other,1100.0,2.0,2.0
7269,other,2000.0,3.0,4.0
7270,other,1100.0,2.0,2.0
7271,other,1464.0,3.0,3.0
7272,other,1540.0,3.0,3.0
7273,other,3600.0,4.0,4.0
7274,other,1180.0,2.0,2.0
7275,other,1500.0,2.0,3.0
7276,other,3290.0,4.0,3.0
7277,other,1274.0,2.0,2.0
7278,other,1120.0,2.0,2.0
7279,other,1123.0,2.0,2.0
7280,other,1200.0,2.0,2.0
7281,other,1570.0,3.0,3.0
7282,other,675.0,1.0,2.0
7283,other,982.0,2.0,2.0
7284,other,1090.0,2.0,2.0
7285,other,1800.0,6.0,5.0
7286,other,2400.0,3.0,3.0
7287,other,1770.0,3.0,3.0
7288,other,1000.0,4.0,3.0
7289,other,967.0,2.0,2.0
7290,other,1080.0,2.0,2.0
7291,other,1100.0,2.0,2.0
7292,other,1900.0,2.0,3.0
7293,other,2400.0,4.0,5.0
7294,other,935.0,2.0,2.0
7295,other,1200.0,1.0,1.0
7296,other,1155.0,2.0,2.0
7297,other,2675.0,4.0,4.0
7298,other,1350.0,2.0,2.0
7299,other,800.0,1.0,2.0
7300,other,1200.0,2.0,2.0
7301,other,1400.0,2.0,3.0
7302,other,2200.0,4.0,4.0
7303,other,1750.0,3.0,3.0
7304,other,1285.0,2.0,3.0
7305,other,4500.0,4.0,4.0
7306,other,1141.0,2.0,2.0
7307,other,1508.0,3.0,3.0
7308,other,1275.0,2.0,2.0
7309,other,1260.0,1.0,1.0
7310,other,1550.0,2.0,3.0
7311,other,1270.0,2.0,3.0
7312,other,1415.0,2.0,2.0
7313,other,1176.0,2.0,2.0
7314,other,1200.0,1.0,2.0
7315,other,2479.13,3.0,3.0
7316,other,1170.0,2.0,2.0
7317,other,2700.0,4.0,5.0
7318,other,1230.0,2.0,2.0
7319,other,1315.0,3.0,3.0
7320,other,1464.0,2.0,2.0
7321,other,900.0,2.0,2.0
7322,other,1750.0,3.0,3.0
7323,other,1600.0,2.0,2.0
7324,other,1352.0,2.0,2.0
7325,other,1200.0,6.0,4.0
7326,other,1900.0,3.0,3.0
7327,other,1640.0,3.0,3.0
7328,other,1250.0,2.0,2.0
7329,other,620.0,1.0,1.0
7330,other,1344.0,2.0,3.0
7331,other,1786.0,3.0,3.0
7332,other,1110.0,2.0,2.0
7333,other,1700.0,3.0,3.0
7334,other,1080.0,3.0,3.0
7335,other,680.0,3.0,2.0
7336,other,1775.0,3.0,3.0
7337,other,1225.0,2.0,2.0
7338,other,1000.0,2.0,2.0
7339,other,1302.0,2.0,2.0
7340,other,1600.0,4.0,4.0
7341,other,1300.0,1.0,2.0
7342,other,2400.0,3.0,3.0
7343,other,1320.0,2.0,3.0
7344,other,1360.0,2.0,3.0
7345,other,1250.0,2.0,2.0
7346,other,1690.0,3.0,3.0
7347,other,690.0,2.0,2.0
7348,other,1427.0,2.0,3.0
7349,other,1254.0,2.0,3.0
7350,other,1274.0,2.0,2.0
7351,other,3500.0,4.0,4.0
7352,other,1200.0,4.0,4.0
7353,other,1530.0,2.0,2.0
7354,other,600.0,1.0,1.0
7355,other,450.0,1.0,1.0
7356,other,1240.0,2.0,3.0
7357,other,1053.0,2.0,2.0
7358,other,2180.0,4.0,4.0
7359,other,940.0,2.0,2.0
7360,other,1300.0,3.0,3.0
7361,other,1200.0,3.0,3.0
7362,other,1020.0,2.0,2.0
7363,other,1200.0,2.0,2.0
7364,other,1464.0,2.0,2.0
7365,other,1685.0,2.0,3.0
7366,other,2000.0,4.0,4.0
7367,other,1185.0,2.0,2.0
7368,other,3600.0,4.0,6.0
7369,other,4200.0,1.0,2.0
7370,other,1300.0,2.0,2.0
7371,other,1610.0,2.0,3.0
7372,other,1312.0,2.0,2.0
7373,other,1280.0,3.0,3.0
7374,other,1153.0,2.0,2.0
7375,other,1025.0,2.0,2.0
7376,other,3161.0,4.0,4.0
7377,other,775.0,2.0,2.0
7378,other,1200.0,2.0,2.0
7379,other,2260.0,3.0,2.0
7380,other,950.0,2.0,2.0
7381,other,1950.2,3.0,3.0
7382,other,1069.0,2.0,2.0
7383,other,1800.0,3.0,3.0
7384,other,600.0,1.0,1.0
7385,other,3675.0,4.0,4.0
7386,other,916.0,2.0,2.0
7387,other,1088.0,2.0,2.0
7388,other,1717.0,3.0,3.0
7389,other,900.0,1.0,2.0
7390,other,2400.0,5.0,5.0
7391,other,5000.0,4.0,4.0
7392,other,3800.0,6.0,6.0
7393,other,1115.0,2.0,2.0
7394,other,1280.0,2.0,2.0
7395,other,1200.0,3.0,4.0
7396,other,1636.0,3.0,3.0
7397,other,1201.0,2.0,2.0
7398,other,1600.0,3.0,3.0
7399,other,1200.0,3.0,3.0
7400,other,1440.0,4.0,4.0
7401,other,1302.0,2.0,2.0
7402,other,1230.0,2.0,3.0
7403,other,1352.0,3.0,3.0
7404,other,1130.0,2.0,2.0
7405,other,1050.0,2.0,2.0
7406,other,1330.0,2.0,3.0
7407,other,1097.0,2.0,2.0
7408,other,1200.0,3.0,3.0
7409,other,3200.0,3.0,4.0
7410,other,1360.0,2.0,3.0
7411,other,1450.0,3.0,3.0
7412,other,1050.0,2.0,1.0
7413,other,1000.0,2.0,2.0
7414,other,720.0,1.0,1.0
7415,other,1200.0,4.0,4.0
7416,other,1130.0,3.0,3.0
7417,other,1600.0,3.0,4.0
7418,other,1340.0,2.0,2.0
7419,other,1132.0,2.0,2.0
7420,other,1200.0,3.0,2.0
7421,other,1620.0,3.0,3.0
7422,other,2330.0,5.0,4.0
7423,other,1700.0,3.0,3.0
7424,other,900.0,2.0,2.0
7425,other,1000.0,2.0,3.0
7426,other,6000.0,12.0,11.0
7427,other,850.0,2.0,2.0
7428,other,540.0,1.0,1.0
7429,other,930.0,2.0,2.0
7430,other,1500.0,4.0,3.0
7431,other,4428.0,4.0,4.0
7432,other,1070.0,2.0,2.0
7433,other,2505.0,3.0,3.0
7434,other,1200.0,2.0,2.0
7435,other,700.0,1.0,1.0
7436,other,2560.0,4.0,3.0
7437,other,596.0,1.0,1.0
7438,other,925.0,2.0,2.0
7439,other,375.0,2.0,1.0
7440,other,1160.0,2.0,2.0
7441,other,1750.0,2.0,4.0
7442,other,1500.0,2.0,3.0
7443,other,1600.0,3.0,3.0
7444,other,900.0,2.0,3.0
7445,other,1800.0,4.0,4.0
7446,other,1374.0,2.0,3.0
7447,other,1051.0,2.0,2.0
7448,other,1260.0,2.0,2.0
7449,other,2800.0,4.0,4.0
7450,other,1229.0,3.0,3.0
7451,other,1400.0,2.0,2.0
7452,other,1550.0,3.0,3.0
7453,other,3500.0,6.0,8.0
7454,other,1200.0,2.0,2.0
7455,other,1158.0,2.0,2.0
7456,other,1200.0,2.0,3.0
7457,other,1033.0,2.0,3.0
7458,other,2400.0,2.0,2.0
7459,other,1010.0,2.0,2.0
7460,other,1202.0,2.0,2.0
7461,other,1200.0,4.0,2.0
7462,other,950.0,2.0,2.0
7463,other,1025.0,2.0,2.0
7464,other,1610.0,3.0,3.0
7465,other,2340.0,5.0,4.0
7466,other,1308.0,2.0,2.0
7467,other,700.0,1.0,1.0
7468,other,1000.0,2.0,2.0
7469,other,1500.0,3.0,3.0
7470,other,1344.0,4.0,4.0
7471,other,1050.0,2.0,2.0
7472,other,930.0,1.0,2.0
7473,other,1100.0,2.0,2.0
7474,other,30400.0,4.0,6.0
7475,other,1200.0,2.0,2.0
7476,other,2240.0,3.0,3.0
7477,other,1600.0,3.0,3.0
7478,other,1570.0,3.0,3.0
7479,other,1350.0,2.0,3.0
7480,other,1150.0,2.0,3.0
7481,other,600.0,1.0,1.0
7482,other,745.0,2.0,2.0
7483,other,1676.0,3.0,3.0
7484,other,1500.0,2.0,3.0
7485,other,820.0,2.0,2.0
7486,other,922.0,2.0,2.0
7487,other,540.0,1.0,1.0
7488,other,1041.0,2.0,2.0
7489,other,1494.0,2.0,3.0
7490,other,1020.0,2.0,2.0
7491,other,1350.0,2.0,3.0
7492,other,2072.0,3.0,3.0
7493,other,1200.0,3.0,3.0
7494,other,1500.0,1.0,1.0
7495,other,1225.0,2.0,2.0
7496,other,1410.0,2.0,3.0
7497,other,1180.0,2.0,2.0
7498,other,4600.0,9.0,9.0
7499,other,1033.0,2.0,2.0
7500,other,925.0,2.0,2.0
7501,other,2500.0,5.0,5.0
7502,other,1360.0,2.0,3.0
7503,other,1100.0,2.0,2.0
7504,other,1490.0,2.0,3.0
7505,other,1840.0,1.0,2.0
7506,other,1219.0,2.0,2.0
7507,other,1450.0,2.0,3.0
7508,other,1325.0,2.0,3.0
7509,other,5720.0,3.0,3.0
7510,other,1150.0,2.0,3.0
7511,other,3000.0,3.0,4.0
7512,other,1531.0,3.0,3.0
7513,other,909.0,2.0,3.0
7514,other,985.0,2.0,2.0
7515,other,1675.0,3.0,3.0
7516,other,1552.0,2.0,2.0
7517,other,2000.0,3.0,3.0
7518,other,655.0,1.0,1.0
7519,other,975.0,2.0,2.0
7520,other,1350.0,1.0,3.0
7521,other,1245.0,2.0,2.0
7522,other,893.0,2.0,2.0
7523,other,1600.0,3.0,3.0
7524,other,1450.0,3.0,3.0
7525,other,800.0,1.0,2.0
7526,other,1652.5,3.0,3.0
7527,other,600.0,1.0,1.0
7528,other,1400.0,3.0,3.0
7529,other,3000.0,6.0,6.0
7530,other,1275.0,2.0,2.0
7531,other,1308.0,2.0,2.0
7532,other,1200.0,4.0,4.0
7533,other,1250.0,2.0,2.0
7534,other,1440.0,2.0,3.0
7535,other,2170.0,3.0,4.0
7536,other,999.0,2.0,2.0
7537,other,799.0,2.0,2.0
7538,other,1600.0,2.0,2.0
7539,other,1096.0,2.0,2.0
7540,other,1320.0,2.0,3.0
7541,other,1500.0,2.0,3.0
7542,other,1310.0,2.0,2.0
7543,other,4800.0,4.0,4.0
7544,other,1490.0,3.0,3.0
7545,other,1537.0,3.0,3.0
7546,other,1350.0,4.0,4.0
7547,other,1700.0,3.0,3.0
7548,other,705.0,1.0,1.0
7549,other,2800.0,4.0,4.0
7550,other,2150.0,3.0,3.0
7551,other,3309.0,4.0,4.0
7552,other,665.0,1.0,1.0
7553,other,1840.0,3.0,3.0
7554,other,1330.0,2.0,3.0
7555,other,1350.0,4.0,4.0
7556,other,1500.0,1.0,1.0
7557,other,1517.0,2.0,2.0
7558,other,648.0,1.0,1.0
7559,other,2005.0,3.0,3.0
7560,other,3600.0,6.0,6.0
7561,other,10961.0,4.0,4.0
7562,other,1143.0,2.0,2.0
7563,other,1596.0,3.0,3.0
7564,other,1650.0,3.0,3.0
7565,other,1200.0,3.0,3.0
7566,other,1500.0,2.0,3.0
7567,other,1550.0,3.0,3.0
7568,other,4400.0,5.0,5.0
7569,other,1305.0,2.0,3.0
7570,other,400.0,2.0,1.0
7571,other,1108.0,2.0,2.0
7572,other,1335.0,2.0,2.0
7573,other,1016.0,2.0,2.0
7574,other,600.0,1.0,1.0
7575,other,1200.0,2.0,2.0
7576,other,1265.0,2.0,2.0
7577,other,750.0,1.0,1.0
7578,other,1090.0,2.0,2.0
7579,other,1800.0,3.0,3.0
7580,other,950.0,1.0,1.0
7581,other,1550.0,3.0,3.0
7582,other,1000.0,2.0,2.0
7583,other,2400.0,5.0,4.0
7584,other,946.0,2.0,2.0
7585,other,1300.0,3.0,3.0
7586,other,1350.0,3.0,3.0
7587,other,1000.0,2.0,2.0
7588,other,1494.0,2.0,3.0
7589,other,720.0,1.0,1.0
7590,other,1720.0,2.0,3.0
7591,other,1351.0,2.0,2.0
7592,other,2400.0,4.0,3.0
7593,other,2204.0,2.0,3.0
7594,other,4750.0,5.0,4.0
7595,other,2363.0,5.0,4.0
7596,other,1150.0,2.0,2.0
7597,other,600.0,1.0,2.0
7598,other,2274.24,4.0,3.0
7599,other,850.0,2.0,2.0
7600,other,1194.0,2.0,2.0
7601,other,925.0,2.0,2.0
7602,other,990.0,2.0,2.0
7603,other,1095.0,2.0,2.0
7604,other,1200.0,4.0,4.0
7605,other,1220.0,2.0,2.0
7606,other,1252.0,2.0,2.0
7607,other,1100.0,2.0,2.0
7608,other,1250.0,3.0,3.0
7609,other,2000.0,3.0,3.0
7610,other,660.0,1.0,1.0
7611,other,1455.0,2.0,3.0
7612,other,1020.0,2.0,2.0
7613,other,1460.0,2.0,3.0
7614,other,980.0,2.0,2.0
7615,other,1225.0,2.0,2.0
7616,other,1100.0,2.0,2.0
7617,other,1350.0,2.0,1.0
7618,other,1200.0,2.0,2.0
7619,other,2511.0,3.0,3.0
7620,other,1200.0,3.0,3.0
7621,other,30000.0,4.0,4.0
7622,other,4000.0,7.0,7.0
7623,other,7500.0,4.0,4.0
7624,other,1152.0,2.0,2.0
7625,other,1200.0,2.0,2.0
7626,other,1411.0,3.0,3.0
7627,other,1200.0,3.0,4.0
7628,other,2340.0,5.0,4.0
7629,other,1182.0,2.0,3.0
7630,other,1060.0,2.0,2.0
7631,other,1010.0,2.0,2.0
7632,other,1194.0,2.0,2.0
7633,other,1160.0,2.0,2.0
7634,other,1242.0,2.0,2.0
7635,other,1936.0,3.0,3.0
7636,other,900.0,2.0,2.0
7637,other,2000.0,3.0,3.0
7638,other,1460.0,2.0,3.0
7639,other,1150.0,2.0,2.0
7640,other,3750.0,6.0,5.0
7641,other,1166.0,2.0,2.0
7642,other,1499.0,3.0,3.0
7643,other,500.0,1.0,1.0
7644,other,1300.0,2.0,2.0
7645,other,1530.0,3.0,4.0
7646,other,1900.0,3.0,3.0
7647,other,1533.0,3.0,3.0
7648,other,2700.0,3.0,4.0
7649,other,955.0,1.0,2.0
7650,other,1200.0,2.0,2.0
7651,other,900.0,2.0,2.0
7652,other,900.0,3.0,2.0
7653,other,1280.0,2.0,2.0
7654,other,1392.0,2.0,2.0
7655,other,1000.0,2.0,2.0
7656,other,2320.0,2.0,3.0
7657,other,1261.0,2.0,2.0
7658,other,650.0,1.0,1.0
7659,other,797.0,2.0,2.0
7660,other,1200.0,2.0,2.0
7661,other,1535.0,3.0,3.0
7662,other,1360.0,2.0,3.0
7663,other,1680.0,3.0,3.0
7664,other,1800.0,6.0,6.0
7665,other,1090.0,2.0,2.0
7666,other,1100.0,3.0,3.0
7667,other,1100.0,2.0,2.0
7668,other,2300.0,3.0,3.0
7669,other,1010.0,2.0,2.0
7670,other,1200.0,3.0,3.0
7671,other,945.0,2.0,2.0
7672,other,2000.0,3.0,3.0
7673,other,753.0,3.0,2.0
7674,other,3000.0,5.0,4.0
7675,other,1275.0,2.0,2.0
7676,other,1177.5,2.0,2.0
7677,other,3400.0,4.0,4.0
7678,other,1600.0,3.0,3.0
7679,other,1286.0,3.0,3.0
7680,other,792.0,2.0,2.0
7681,other,1507.0,3.0,3.0
7682,other,1410.0,2.0,3.0
7683,other,1600.0,3.0,3.0
7684,other,1060.0,2.0,2.0
7685,other,1050.0,2.0,2.0
7686,other,1200.0,3.0,3.0
7687,other,1800.0,3.0,3.0
7688,other,1200.0,2.0,2.0
7689,other,2273.0,4.0,3.0
7690,other,935.0,2.0,2.0
7691,other,1075.0,2.0,2.0
7692,other,1200.0,1.0,1.0
7693,other,600.0,3.0,2.0
7694,other,2300.0,7.0,6.0
7695,other,2900.0,3.0,3.0
7696,other,1070.0,2.0,2.0
7697,other,1075.0,2.0,2.0
7698,other,1602.0,2.0,3.0
7699,other,1250.0,3.0,3.0
7700,other,1200.0,3.0,3.0
7701,other,1180.0,2.0,2.0
7702,other,1595.0,3.0,3.0
7703,other,1480.0,2.0,3.0
7704,other,2150.0,4.0,4.0
7705,other,1190.0,2.0,2.0
7706,other,1738.0,3.0,3.0
7707,other,2000.0,4.0,4.0
7708,other,1100.0,2.0,2.0
7709,other,1140.0,2.0,2.0
7710,other,1602.0,3.0,3.0
7711,other,1053.0,2.0,2.0
7712,other,1000.0,2.0,2.0
7713,other,1310.0,2.0,3.0
7714,other,1244.0,2.0,2.0
7715,other,780.0,2.0,2.0
7716,other,1180.0,2.0,2.0
7717,other,1135.0,2.0,2.0
7718,other,2040.0,2.0,2.0
7719,other,1200.0,4.0,4.0
7720,other,2000.0,4.0,5.0
7721,other,1800.0,3.0,3.0
7722,other,1090.0,2.0,2.0
7723,other,823.0,2.0,2.0
7724,other,1460.0,2.0,3.0
7725,other,600.0,1.0,1.0
7726,other,849.0,2.0,2.0
7727,other,1107.0,2.0,2.0
7728,other,1185.0,2.0,2.0
7729,other,4400.0,9.0,7.0
7730,other,1092.0,2.0,3.0
7731,other,1180.0,2.0,2.0
7732,other,1110.0,2.0,2.0
7733,other,850.0,2.0,2.0
7734,other,1945.0,3.0,3.0
7735,other,1200.0,2.0,2.0
7736,other,1240.0,2.0,3.0
7737,other,1069.0,2.0,2.0
7738,other,912.0,2.0,3.0
7739,other,1200.0,2.0,2.0
7740,other,1308.0,2.0,2.0
7741,other,1425.0,2.0,3.0
7742,other,1200.0,4.0,4.0
7743,other,1300.0,2.0,2.0
7744,other,1100.0,2.0,2.0
7745,other,1080.0,2.0,2.0
7746,other,1450.0,3.0,3.0
7747,other,1311.0,2.0,2.0
7748,other,1250.0,3.0,3.0
7749,other,1440.0,3.0,3.0
7750,other,4400.0,6.0,6.0
7751,other,2779.0,3.0,3.0
7752,other,1600.0,3.0,3.0
7753,other,375.0,1.0,1.0
7754,other,1640.0,3.0,3.0
7755,other,3200.0,8.0,9.0
7756,other,985.0,2.0,2.0
7757,other,1100.0,2.0,2.0
7758,other,1200.0,1.0,2.0
7759,other,1450.0,2.0,3.0
7760,other,1200.0,3.0,3.0
7761,other,1165.0,2.0,2.0
7762,other,2400.0,8.0,8.0
7763,other,1300.0,2.0,3.0
7764,other,1135.0,2.0,2.0
7765,other,2099.0,3.0,3.0
7766,other,1495.0,3.0,3.0
7767,other,1100.0,2.0,2.0
7768,other,1020.0,2.0,2.0
7769,other,1275.0,2.0,2.0
7770,other,1115.0,2.0,2.0
7771,other,1545.0,2.0,3.0
7772,other,1050.0,2.0,2.0
7773,other,1645.0,3.0,3.0
7774,other,1175.0,2.0,2.0
7775,other,1520.0,2.0,2.0
7776,other,1455.0,2.0,3.0
7777,other,12000.0,12.0,10.0
7778,other,1138.0,2.0,2.0
7779,other,2171.66,3.0,3.0
7780,other,1430.0,3.0,3.0
7781,other,750.0,2.0,2.0
7782,other,1767.0,3.0,3.0
7783,other,3300.0,5.0,4.0
7784,other,4000.0,6.0,6.0
7785,other,2800.0,4.0,4.0
7786,other,1200.0,2.0,3.0
7787,other,1560.0,3.0,3.0
7788,other,1044.0,2.0,2.0
7789,other,1254.0,2.0,2.0
7790,other,3144.0,3.0,3.0
7791,other,800.0,2.0,2.0
7792,other,2600.0,3.0,4.0
7793,other,3000.0,4.0,4.0
7794,other,1350.0,2.0,2.0
7795,other,2950.0,4.0,4.0
7796,other,1103.0,2.0,2.0
7797,other,1190.0,2.0,2.0
7798,other,2770.0,4.0,3.0
7799,other,1715.0,3.0,3.0
7800,other,1400.0,2.0,3.0
7801,other,600.0,2.0,2.0
7802,other,1150.0,2.0,2.0
7803,other,1060.0,2.0,2.0
7804,other,1100.0,2.0,2.0
7805,other,1519.0,3.0,3.0
7806,other,1100.0,2.0,2.0
7807,other,1145.0,2.0,3.0
7808,other,2350.0,5.0,5.0
7809,other,1000.0,2.0,2.0
7810,other,1135.0,2.0,2.0
7811,other,1200.0,2.0,2.0
7812,other,1800.0,3.0,3.0
7813,other,1194.0,2.0,2.0
7814,other,1226.0,2.0,3.0
7815,other,1500.0,2.0,2.0
7816,other,1110.0,2.0,2.0
7817,other,1250.0,2.0,3.0
7818,other,2500.0,3.0,3.0
7819,other,1390.0,2.0,3.0
7820,other,900.0,2.0,2.0
7821,other,1033.0,2.0,3.0
7822,other,1030.0,2.0,2.0
7823,other,1500.0,3.0,3.0
7824,other,1040.0,2.0,2.0
7825,other,1603.0,2.0,3.0
7826,other,1060.0,2.0,2.0
7827,other,1535.0,3.0,3.0
7828,other,1200.0,4.0,3.0
7829,other,775.0,1.0,1.0
7830,other,1325.0,2.0,3.0
7831,other,3760.0,2.0,2.0
7832,other,2000.0,3.0,3.0
7833,other,700.0,2.0,2.0
7834,other,1082.0,2.0,3.0
7835,other,1200.0,2.0,2.0
7836,other,850.0,2.0,2.0
7837,other,2159.0,3.0,3.0
7838,other,1196.0,2.0,2.0
7839,other,1541.0,2.0,2.0
7840,other,650.0,1.0,2.0
7841,other,600.0,4.0,2.0
7842,other,1200.0,4.0,4.0
7843,other,1290.0,2.0,2.0
7844,other,1100.0,2.0,2.0
7845,other,1375.0,2.0,3.0
7846,other,1054.0,2.0,2.0
7847,other,995.0,2.0,3.0
7848,other,1200.0,3.0,3.0
7849,other,3463.0,6.0,4.0
7850,other,1800.0,1.0,2.0
7851,other,1145.0,2.0,2.0
7852,other,5000.0,9.0,11.0
7853,other,1000.0,2.0,2.0
7854,other,1100.0,2.0,2.0
7855,other,1200.0,2.0,2.0
7856,other,1855.0,3.0,3.0
7857,other,660.0,1.0,1.0
7858,other,1504.0,2.0,3.0
7859,other,1150.0,2.0,3.0
7860,other,1088.0,2.0,2.0
7861,other,1452.55,2.0,2.0
7862,other,1070.0,2.0,2.0
7863,other,900.0,2.0,2.0
7864,other,1100.0,2.0,2.0
7865,other,1315.0,3.0,3.0
7866,other,1160.0,2.0,2.0
7867,other,5656.0,5.0,3.0
7868,other,1420.0,3.0,3.0
7869,other,1050.0,2.0,2.0
7870,other,1590.0,3.0,3.0
7871,other,2500.0,6.0,7.0
7872,other,1250.0,3.0,3.0
7873,other,850.0,2.0,2.0
7874,other,3500.0,4.0,4.0
7875,other,1760.0,3.0,3.0
7876,other,2515.0,4.0,3.0
7877,other,2108.0,3.0,3.0
7878,other,1470.0,2.0,3.0
7879,other,2400.0,3.0,4.0
7880,other,1690.0,3.0,3.0
7881,other,1500.0,2.0,1.0
7882,other,595.0,1.0,1.0
7883,other,1056.0,2.0,2.0
7884,other,1300.0,2.0,2.0
7885,other,1320.0,2.0,3.0
7886,other,1225.0,2.0,2.0
7887,other,1200.0,4.0,4.0
7888,other,1200.0,2.0,2.0
7889,other,1133.0,2.0,2.0
7890,other,1140.0,2.0,2.0
7891,other,2500.0,3.0,3.0
7892,other,1167.0,2.0,3.0
7893,other,4000.0,7.0,7.0
7894,other,1200.0,2.0,3.0
7895,other,1000.0,2.0,2.0
7896,other,5000.0,9.0,9.0
7897,other,1105.0,2.0,2.0
7898,other,1100.0,2.0,2.0
7899,other,1352.0,2.0,2.0
7900,other,1130.0,2.0,2.0
7901,other,610.0,1.0,1.0
7902,other,1165.0,2.0,2.0
7903,other,650.0,1.0,1.0
7904,other,1339.0,2.0,2.0
7905,other,1205.0,2.0,2.0
7906,other,3000.0,2.0,3.0
7907,other,813.0,1.0,1.0
7908,other,2095.0,3.0,3.0
7909,other,1000.0,2.0,2.0
